GRID_SIZE;NUM_MINOR_CYCLES;NUM_VISIBILITIES;Schedulability;Power;Latency;DurationII;Memory;AskedCuts;AskedPrecuts
512.0;50.0;1308160.0;true;211;2;2579;0;0;0
1024.0;50.0;1308160.0;true;211;2;14210;0;0;0
1536.0;50.0;1308160.0;true;211;2;23448;0;0;0
2048.0;50.0;1308160.0;true;211;2;26657;0;0;0
2560.0;50.0;1308160.0;true;211;2;40302;0;0;0
512.0;100.0;1308160.0;true;211;2;2809;0;0;0
1024.0;100.0;1308160.0;true;211;2;14909;0;0;0
1536.0;100.0;1308160.0;true;211;2;28872;0;0;0
2048.0;100.0;1308160.0;true;211;2;36922;0;0;0
2560.0;100.0;1308160.0;true;211;2;55771;0;0;0
512.0;150.0;1308160.0;true;211;2;4346;0;0;0
1024.0;150.0;1308160.0;true;211;2;18059;0;0;0
1536.0;150.0;1308160.0;true;211;2;35092;0;0;0
2048.0;150.0;1308160.0;true;211;2;47192;0;0;0
2560.0;150.0;1308160.0;true;211;2;71242;0;0;0
512.0;200.0;1308160.0;true;211;2;5942;0;0;0
1024.0;200.0;1308160.0;true;211;2;21388;0;0;0
1536.0;200.0;1308160.0;true;211;2;41311;0;0;0
2048.0;200.0;1308160.0;true;211;2;57457;0;0;0
2560.0;200.0;1308160.0;true;211;2;86712;0;0;0
512.0;250.0;1308160.0;true;211;2;7542;0;0;0
1024.0;250.0;1308160.0;true;211;2;24724;0;0;0
1536.0;250.0;1308160.0;true;211;2;47536;0;0;0
2048.0;250.0;1308160.0;true;211;2;67727;0;0;0
2560.0;250.0;1308160.0;true;211;2;102182;0;0;0
512.0;50.0;1962240.0;true;211;2;6082;0;0;0
1024.0;50.0;1962240.0;true;211;2;18556;0;0;0
1536.0;50.0;1962240.0;true;211;2;27582;0;0;0
2048.0;50.0;1962240.0;true;211;2;29479;0;0;0
2560.0;50.0;1962240.0;true;211;2;41087;0;0;0
512.0;100.0;1962240.0;true;211;2;6127;0;0;0
1024.0;100.0;1962240.0;true;211;2;19222;0;0;0
1536.0;100.0;1962240.0;true;211;2;31698;0;0;0
2048.0;100.0;1962240.0;true;211;2;39745;0;0;0
