GRID_SIZE;NUM_MINOR_CYCLES;NUM_VISIBILITIES;Schedulability;Power;Latency;DurationII;Memory;AskedCuts;AskedPrecuts
512.0;50.0;1308160.0;true;211;1;42589;0;0;0
1024.0;50.0;1308160.0;true;211;1;44186;0;0;0
1536.0;50.0;1308160.0;true;211;1;46960;0;0;0
2048.0;50.0;1308160.0;true;211;1;51092;0;0;0
2560.0;50.0;1308160.0;true;211;1;56833;0;0;0
512.0;100.0;1308160.0;true;211;1;42589;0;0;0
1024.0;100.0;1308160.0;true;211;1;44186;0;0;0
1536.0;100.0;1308160.0;true;211;1;46960;0;0;0
2048.0;100.0;1308160.0;true;211;1;51092;0;0;0
2560.0;100.0;1308160.0;true;211;1;56833;0;0;0
512.0;150.0;1308160.0;true;211;1;42589;0;0;0
1024.0;150.0;1308160.0;true;211;1;44186;0;0;0
1536.0;150.0;1308160.0;true;211;1;46960;0;0;0
2048.0;150.0;1308160.0;true;211;1;51092;0;0;0
2560.0;150.0;1308160.0;true;211;1;56833;0;0;0
512.0;200.0;1308160.0;true;211;1;42589;0;0;0
1024.0;200.0;1308160.0;true;211;1;44186;0;0;0
1536.0;200.0;1308160.0;true;211;1;46960;0;0;0
2048.0;200.0;1308160.0;true;211;1;51092;0;0;0
2560.0;200.0;1308160.0;true;211;1;56833;0;0;0
512.0;250.0;1308160.0;true;211;1;42589;0;0;0
1024.0;250.0;1308160.0;true;211;1;44186;0;0;0
1536.0;250.0;1308160.0;true;211;1;46960;0;0;0
2048.0;250.0;1308160.0;true;211;1;51092;0;0;0
2560.0;250.0;1308160.0;true;211;1;56833;0;0;0
512.0;50.0;1962240.0;true;211;1;43269;0;0;0
1024.0;50.0;1962240.0;true;211;1;44866;0;0;0
1536.0;50.0;1962240.0;true;211;1;47640;0;0;0
2048.0;50.0;1962240.0;true;211;1;51771;0;0;0
2560.0;50.0;1962240.0;true;211;1;57513;0;0;0
512.0;100.0;1962240.0;true;211;1;43269;0;0;0
1024.0;100.0;1962240.0;true;211;1;44866;0;0;0
1536.0;100.0;1962240.0;true;211;1;47640;0;0;0
2048.0;100.0;1962240.0;true;211;1;51771;0;0;0
2560.0;100.0;1962240.0;true;211;1;57513;0;0;0
512.0;150.0;1962240.0;true;211;1;43269;0;0;0
1024.0;150.0;1962240.0;true;211;1;44866;0;0;0
1536.0;150.0;1962240.0;true;211;1;47640;0;0;0
2048.0;150.0;1962240.0;true;211;1;51771;0;0;0
2560.0;150.0;1962240.0;true;211;1;57513;0;0;0
512.0;200.0;1962240.0;true;211;1;43269;0;0;0
1024.0;200.0;1962240.0;true;211;1;44866;0;0;0
1536.0;200.0;1962240.0;true;211;1;47640;0;0;0
2048.0;200.0;1962240.0;true;211;1;51771;0;0;0
2560.0;200.0;1962240.0;true;211;1;57513;0;0;0
512.0;250.0;1962240.0;true;211;1;43269;0;0;0
1024.0;250.0;1962240.0;true;211;1;44866;0;0;0
1536.0;250.0;1962240.0;true;211;1;47640;0;0;0
2048.0;250.0;1962240.0;true;211;1;51771;0;0;0
2560.0;250.0;1962240.0;true;211;1;57513;0;0;0
512.0;50.0;2616320.0;true;211;1;43954;0;0;0
1024.0;50.0;2616320.0;true;211;1;45551;0;0;0
1536.0;50.0;2616320.0;true;211;1;48324;0;0;0
2048.0;50.0;2616320.0;true;211;1;52455;0;0;0
2560.0;50.0;2616320.0;true;211;1;58198;0;0;0
512.0;100.0;2616320.0;true;211;1;43954;0;0;0
1024.0;100.0;2616320.0;true;211;1;45551;0;0;0
1536.0;100.0;2616320.0;true;211;1;48324;0;0;0
2048.0;100.0;2616320.0;true;211;1;52455;0;0;0
2560.0;100.0;2616320.0;true;211;1;58198;0;0;0
512.0;150.0;2616320.0;true;211;1;43954;0;0;0
1024.0;150.0;2616320.0;true;211;1;45551;0;0;0
1536.0;150.0;2616320.0;true;211;1;48324;0;0;0
2048.0;150.0;2616320.0;true;211;1;52455;0;0;0
2560.0;150.0;2616320.0;true;211;1;58198;0;0;0
512.0;200.0;2616320.0;true;211;1;43954;0;0;0
1024.0;200.0;2616320.0;true;211;1;45551;0;0;0
1536.0;200.0;2616320.0;true;211;1;48324;0;0;0
2048.0;200.0;2616320.0;true;211;1;52455;0;0;0
2560.0;200.0;2616320.0;true;211;1;58198;0;0;0
512.0;250.0;2616320.0;true;211;1;43954;0;0;0
1024.0;250.0;2616320.0;true;211;1;45551;0;0;0
1536.0;250.0;2616320.0;true;211;1;48324;0;0;0
2048.0;250.0;2616320.0;true;211;1;52455;0;0;0
2560.0;250.0;2616320.0;true;211;1;58198;0;0;0
512.0;50.0;3270400.0;true;211;1;44639;0;0;0
1024.0;50.0;3270400.0;true;211;1;46236;0;0;0
1536.0;50.0;3270400.0;true;211;1;49010;0;0;0
2048.0;50.0;3270400.0;true;211;1;53141;0;0;0
2560.0;50.0;3270400.0;true;211;1;58883;0;0;0
512.0;100.0;3270400.0;true;211;1;44639;0;0;0
1024.0;100.0;3270400.0;true;211;1;46236;0;0;0
1536.0;100.0;3270400.0;true;211;1;49010;0;0;0
2048.0;100.0;3270400.0;true;211;1;53141;0;0;0
2560.0;100.0;3270400.0;true;211;1;58883;0;0;0
512.0;150.0;3270400.0;true;211;1;44639;0;0;0
1024.0;150.0;3270400.0;true;211;1;46236;0;0;0
1536.0;150.0;3270400.0;true;211;1;49010;0;0;0
2048.0;150.0;3270400.0;true;211;1;53141;0;0;0
2560.0;150.0;3270400.0;true;211;1;58883;0;0;0
512.0;200.0;3270400.0;true;211;1;44639;0;0;0
1024.0;200.0;3270400.0;true;211;1;46236;0;0;0
1536.0;200.0;3270400.0;true;211;1;49010;0;0;0
2048.0;200.0;3270400.0;true;211;1;53141;0;0;0
2560.0;200.0;3270400.0;true;211;1;58883;0;0;0
512.0;250.0;3270400.0;true;211;1;44639;0;0;0
1024.0;250.0;3270400.0;true;211;1;46236;0;0;0
1536.0;250.0;3270400.0;true;211;1;49010;0;0;0
2048.0;250.0;3270400.0;true;211;1;53141;0;0;0
2560.0;250.0;3270400.0;true;211;1;58883;0;0;0
512.0;50.0;3924480.0;true;211;1;45318;0;0;0
1024.0;50.0;3924480.0;true;211;1;46915;0;0;0
1536.0;50.0;3924480.0;true;211;1;49688;0;0;0
2048.0;50.0;3924480.0;true;211;1;53819;0;0;0
2560.0;50.0;3924480.0;true;211;1;59561;0;0;0
512.0;100.0;3924480.0;true;211;1;45318;0;0;0
1024.0;100.0;3924480.0;true;211;1;46915;0;0;0
1536.0;100.0;3924480.0;true;211;1;49688;0;0;0
2048.0;100.0;3924480.0;true;211;1;53819;0;0;0
2560.0;100.0;3924480.0;true;211;1;59561;0;0;0
512.0;150.0;3924480.0;true;211;1;45318;0;0;0
1024.0;150.0;3924480.0;true;211;1;46915;0;0;0
1536.0;150.0;3924480.0;true;211;1;49688;0;0;0
2048.0;150.0;3924480.0;true;211;1;53819;0;0;0
2560.0;150.0;3924480.0;true;211;1;59561;0;0;0
512.0;200.0;3924480.0;true;211;1;45318;0;0;0
1024.0;200.0;3924480.0;true;211;1;46915;0;0;0
1536.0;200.0;3924480.0;true;211;1;49688;0;0;0
2048.0;200.0;3924480.0;true;211;1;53819;0;0;0
2560.0;200.0;3924480.0;true;211;1;59561;0;0;0
512.0;250.0;3924480.0;true;211;1;45318;0;0;0
1024.0;250.0;3924480.0;true;211;1;46915;0;0;0
1536.0;250.0;3924480.0;true;211;1;49688;0;0;0
2048.0;250.0;3924480.0;true;211;1;53819;0;0;0
2560.0;250.0;3924480.0;true;211;1;59561;0;0;0
