678.5,65536,1000000,1356.5,65536,2000000,2093.7,65536,3000000,2713.5,65536,4000000,702.4,262144,1000000,1441.5,262144,2000000,2150.4,262144,3000000,3023.5,262144,4000000,1069.2,589824,1000000,2070.7,589824,2000000,3075.4,589824,3000000,3900.7,589824,4000000,1193.5,1048576,1000000,2442.5,1048576,2000000,3751.9,1048576,3000000,4860.1,1048576,4000000,1303.7,1638400,1000000,2698.4,1638400,2000000,4095,1638400,3000000,5361.7,1638400,4000000,1398.5,2359296,1000000,2720.1,2359296,2000000,4301.1,2359296,3000000,5620.9,2359296,4000000,1379.4,3211264,1000000,2748.4,3211264,2000000,4228,3211264,3000000,5859,3211264,4000000,1432.2,4194304,1000000,2841.9,4194304,2000000,4384.3,4194304,3000000,5595.4,4194304,4000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
