984.3,65536,1000000,1965.7,65536,2000000,2957.3,65536,3000000,3952.9,65536,4000000,997.5,262144,1000000,2013.5,262144,2000000,3001.8,262144,3000000,4088.5,262144,4000000,1348.6,589824,1000000,2754.1,589824,2000000,4357.8,589824,3000000,5610.6,589824,4000000,1756.2,1048576,1000000,3651.8,1048576,2000000,4947.6,1048576,3000000,6429.3,1048576,4000000,1756.4,1638400,1000000,3692.5,1638400,2000000,5349.7,1638400,3000000,7416.4,1638400,4000000,1892.6,2359296,1000000,3749.3,2359296,2000000,5710,2359296,3000000,7660.4,2359296,4000000,1943.2,3211264,1000000,3866.8,3211264,2000000,5806.6,3211264,3000000,7590.4,3211264,4000000,1976.3,4194304,1000000,3897.3,4194304,2000000,5881.9,4194304,3000000,7759.6,4194304,4000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961.465625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
