3600.83333333333,100,1000000,7142.83333333333,100,2000000,10652.5,100,3000000,14222.5333333333,100,4000000,7142.83333333333,200,1000000,14287.4,200,2000000,21383.5333333333,200,3000000,28466.2333333333,200,4000000,10797.9666666667,300,1000000,21449.7,300,2000000,32042.9666666667,300,3000000,42693.7333333333,300,4000000,14249.6,400,1000000,28243.5333333333,400,2000000,42127.3333333333,400,3000000,56291.7333333333,400,4000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22174.7041666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
